"_IDOBJ","NOM_COMPLET","LIBELLE_GRILLE_TARIF","DATE_DEBUT","TYPE_TARIF","LIBELLE_TARIF","MODE_EMPLOI","MONTANT"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h00 à 4h10","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","4.2"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h50 à 4h00","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","4.0"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h40 à 3h50","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","3.8"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h30 à 3h40","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","3.6"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h20 à 3h30","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","3.4"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h10 à 3h20","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","3.2"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h00 à 3h10","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","3.1"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h50 à 3h00","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","3.0"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h40 à 2h50","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.8"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h30 à 2h40","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.6"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h20 à 2h30","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.5"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h10 à 2h20","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.4"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h00 à 2h10","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.2"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h50 à 2h00","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.0"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h40 à 1h50","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","1.9"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h30 à 1h40","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","1.8"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h20 à 1h30","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","1.6"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h10 à 1h20","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","1.4"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h00 à 1h10","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","1.2"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 50 à 60 minutes","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","1.0"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 40 à 50 minutes","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","0.9"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 2h10 à 2h20","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.4"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 2h20 à 2h30","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.5"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * au-delà de 2h30","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","2.5"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 0 à 10 minutes","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","0.2"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10 à 20 minutes","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","0.4"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 20 à 30 minutes","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","0.6"
"3650","Parc en enclos Bellamy","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h20 à 5h30","Les tarifs sans information de jour sont valables pour dimanche et fête de 14h30 à 20h. Les tarifs marqués avec une * sont valables pour le tarif de nuit de 20h à 6h.","5.6"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif individuel","1/2h (de 8h à 19h)","","1.0"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif individuel","1h (de 8h à 19h)","","2.0"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif individuel","2h (de 8h à 19h)","","4.0"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif individuel","10h  (de 8h à 20h)","","19.8"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif individuel","3h (de 8h à 19h)","","5.8"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif individuel","Nuit Maxi (de 19h à 8h)","","2.0"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif individuel","Nuit 1h (de 19h à 8h)","","1.0"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif abonnement","Trimestriel voiture résident","","100.0"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif abonnement","Annuel voiture résident","","385.0"
"3651","Parc en enclos CHU","Tarifs 2013-2014","01/07/2013","Tarif abonnement","Mensuel voiture résident","","36.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 20 à 30 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 10 à 20 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 0 à 10 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h50 à 11h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","24.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h40 à 10h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","23.7"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h30 à 10h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","23.3"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h20 à 10h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","23.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h10 à 10h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","22.7"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h00 à 10h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","22.3"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h50 à 10h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","21.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h40 à 9h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","21.5"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h30 à 9h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","21.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h20 à 9h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","20.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h10 à 9h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","20.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h00 à 9h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","20.1"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h50 à 9h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","19.7"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h40 à 8h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","19.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h30 à 8h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","19.1"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h20 à 8h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","18.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h10 à 8h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","18.7"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h00 à 8h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","18.5"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h50 à 8h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","18.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h40 à 7h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","17.8"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h30 à 7h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","17.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h20 à 7h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","16.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h10 à 7h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","16.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h00 à 7h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","16.3"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h50 à 7h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","15.8"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h40 à 6h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","15.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h30 à 6h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","15.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h20 à 6h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","14.5"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h10 à 6h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","14.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h00 à 6h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","13.8"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h50 à 6h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","13.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h40 à 5h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","13.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h30 à 5h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","12.5"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h20 à 5h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","12.1"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h10 à 5h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.8"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h00 à 5h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h50 à 5h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h40 à 4h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h30 à 4h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.1"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h20 à 4h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.7"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h10 à 4h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h00 à 4h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h50 à 4h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.7"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h40 à 3h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h30 à 3h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h20 à 3h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h10 à 3h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.3"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h00 à 3h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h50 à 3h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h40 à 2h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h30 à 2h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.8"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h20 à 2h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h10 à 2h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.1"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h00 à 2h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","4.7"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h50 à 2h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","4.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h40 à 1h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","4.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h30 à 1h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","3.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h20 à 1h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","3.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h10 à 1h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h00 à 1h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.5"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 50 à 60 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 40 à 50 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 30 à 40 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.5"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 20 à 30 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.1"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10 à 20 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 0 à 10 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.5"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * au-delà de 2h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h50 à 2h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h40 à 1h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h30 à 1h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.8"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h20 à 1h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.6"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h10 à 1h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.4"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h00 à 1h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.2"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 50 à 60 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.0"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 40 à 50 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.9"
"3651","Parc en enclos CHU","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 30 à 40 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.8"
"3652","Parking ouvrage Cathédrale","Tarifs 2013-2014","01/07/2013","Tarif individuel","2h30 (de 8h à 19h)","","4.5"
"3652","Parking ouvrage Cathédrale","Tarifs 2013-2014","01/07/2013","Tarif individuel","3h (de 8h à 19h)","","4.9"
"3652","Parking ouvrage Cathédrale","Tarifs 2013-2014","01/07/2013","Tarif individuel","10h  (de 8h à 20h)","","9.5"
"3652","Parking ouvrage Cathédrale","Tarifs 2013-2014","01/07/2013","Tarif individuel","Nuit 1h (de 19h à 8h)","","1.0"
"3652","Parking ouvrage Cathédrale","Tarifs 2013-2014","01/07/2013","Tarif individuel","Forfait jour","","14.9"
