"_IDOBJ","NOM_COMPLET","LIBELLE_GRILLE_TARIF","DATE_DEBUT","TYPE_TARIF","LIBELLE_TARIF","MODE_EMPLOI","MONTANT"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h40 à 6h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.7"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h30 à 6h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h20 à 6h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h10 à 6h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h00 à 6h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h50 à 6h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h40 à 5h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.7"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h30 à 5h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h20 à 5h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h10 à 5h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 5h00 à 5h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h50 à 5h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","7.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h40 à 4h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h30 à 4h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h20 à 4h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.7"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h10 à 4h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 4h00 à 4h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h50 à 4h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif forfait par jour (entrées et sorties multiples)","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","15.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * au-delà de 3h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","3.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * 2h50 à 3h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","3.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * 2h40 à 2h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * 2h30 à 2h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 2h20 à 2h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h50 à 3h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h40 à 2h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h30 à 2h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h20 à 2h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h10 à 2h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","4.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 2h00 à 2h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","4.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h50 à 2h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","4.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h40 à 1h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","4.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h30 à 1h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","3.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h20 à 1h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","3.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h10 à 1h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","3.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 1h00 à 1h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 50 à 60 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 40 à 50 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 30 à 40 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 20 à 30 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10 à 20 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.7"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 0 à 10 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 2h10 à 2h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 2h00 à 2h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h50 à 2h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","2.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h40 à 1h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h30 à 1h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h20 à 1h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h10 à 1h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 1h00 à 1h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 50 à 60 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","1.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 40 à 50 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 30 à 40 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 20 à 30 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 10 à 20 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif * de 0 à 10 minutes","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","0.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 12h00 à 13h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","13.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h50 à 12h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h40 à 11h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.7"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h30 à 11h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h20 à 11h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h10 à 11h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h00 à 11h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h50 à 11h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h40 à 10h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h30 à 10h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","11.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h20 à 10h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h10 à 10h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h00 à 10h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.7"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h50 à 10h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h40 à 9h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h30 à 9h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h20 à 9h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h10 à 9h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h00 à 9h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h50 à 9h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","10.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h40 à 8h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h30 à 8h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h20 à 8h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.7"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h10 à 8h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.6"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h00 à 8h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.5"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h50 à 8h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.4"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h40 à 7h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.3"
"677","Parking ouvrage Commerce","Tarifs 2013-2014","01/07/2013","Tarif individuel","Forfait jour","","14.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h30 à 7h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h20 à 7h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h10 à 7h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","9.0"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h00 à 7h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.9"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 6h50 à 7h00","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","8.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h40 à 3h50","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.3"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h30 à 3h40","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.2"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h20 à 3h30","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","6.1"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h10 à 3h20","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.8"
"134","Parking ouvrage Médiathèque","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 3h00 à 3h10","Les tarifs sont valables tous les jours de 8h à 19h. Les tarifs marqués avec une * sont valables tous les jours de 19h à 8h.","5.7"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h30 à 11h40","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","19.0"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h20 à 11h30","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","18.8"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h10 à 11h20","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","18.6"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 11h00 à 11h10","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","18.5"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h50 à 11h00","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","18.3"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h40 à 10h50","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","18.0"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h30 à 10h40","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","17.8"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h20 à 10h30","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","17.6"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h10 à 10h20","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","17.4"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 10h00 à 10h10","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","17.2"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h50 à 10h00","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","16.9"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h40 à 9h50","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","16.8"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h30 à 9h40","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","16.6"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h20 à 9h30","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","16.4"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h10 à 9h20","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","16.3"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 9h00 à 9h10","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","16.1"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h50 à 9h00","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","15.8"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h40 à 8h50","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","15.6"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h30 à 8h40","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","15.4"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h20 à 8h30","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","15.2"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h10 à 8h20","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","15.0"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 8h00 à 8h10","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","14.7"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h50 à 8h00","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","14.5"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h40 à 7h50","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","14.3"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h30 à 7h40","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","14.2"
"280","Parking ouvrage Gare Nord","Tarifs 2015","01/01/2015","Tarif individuel","Tarif de 7h20 à 7h30","Les tarifs sont valables du lundi au samedi. Les tarifs marqués avec une * sont valables le dimanche.","14.0"
